name,followers,follow,text,source,gender
BaoRong0,147,154,额 这委员有逻辑吗, HUAWEI P10, f
Barbie-Jane,519,503,深井冰, iPhone客户端, f
-Baso-,626,618,学学我们的台湾省, 六元女友的Android, f
bata3萌笑的2B青年,641,2281,喷的不是年龄问题，18成家没问题:不明白18有啥可喷的，国内农村小县城普遍17，18岁结婚，还不少人未婚先孕再结婚，20岁22岁本来已经意义不大了…, 红米Redmi, m
BB的吴漂亮,472,408,有毛病吧，十几岁自己都还是个孩子，怎么去负担另一个孩子。国家养吗？不养瞎哔哔啥啊？果然专家都是生活在童话世界的, 荣耀10 AI变色更潮美, f
bcibci萍宝贝儿,52,206,None, OPPO R9s, f
bdy不吃鱼,48,95,没有性教育 禁止早恋 却让结婚年龄下调到18岁 意图很明显了 就是想把女孩当生育机器呗 使女的故事真的不是虚构出来的, Weibo.intl, f
bear胖胖胖胖,49,62,亲亲，这边建议你们几位想出这个提案的傻❌ 死一死，为降低人口老龄化做点贡献呢, 荣耀手机 勇敢做自己, f
Beatrice-惠,98,466,None, 前置双摄vivo X9Plus, f
Be_Fearless,3,154,:18？你怎么不提议16？本来俩人就是俩孩子，不成熟的决定结婚后再让他们自己买单？, OPPO智能手机, m
Be_Fearless,3,154,有本事就保送:感觉有人提议生孩子高考加分的日子不远了……, OPPO智能手机, m
Be_Fearless,3,154,真他妈的…:感觉有人提议生孩子高考加分的日子不远了……, OPPO智能手机, m
Beixixi-fragrans,294,384,18岁两个人都还没有成熟，结了婚又奔着离婚去了………离婚率大大提升！, 前后2000万 OPPO R11s, f
BELIEVEya,106,117,升学宴和婚宴一起办么？, Weibo.intl, m
Bella747,133,313,还是很难接受自己处在这么魔幻的社会，但现实一次次的巴掌打下来告诉我是真的, iPhone客户端, f
BELLALAVEEY,233,223,对不起，这是返古吗？, iPhone客户端, f
belongstokisland,8,20,？有啥好调整的我看你们吃饱撑的 不如调整别的, iPhone, f
beloved123mua,163,305,18？？？教育水平要不要了？社会问题也会越来越多，越来越严重的吧, 荣耀8 美得与众不同, f
BeonWing,111,522,脑子进水了, HUAWEI P30, f
Berniceooh,1438,1671,說到調低婚齡就真的能提高結婚率生育率一樣？怎麼不先解決人口老齡化帶來的養老問題？別整天想著催年輕人替國家結婚生孩子好吧？！能不能想點實際一點的問題？腦子是個好東西怎麼這群人沒有呢, iPhone客户端, f
Beryl_SF,29,45,哈哈哈哈哈可以的, 荣耀10青春版, f
BetterU0818,34,39,建议下调房价，上调某些人脑子, 三星Galaxy S9+, f
Bettyleo-,102,65,真能扯, iPhone客户端, f
bgjgrhijj,253,601,有病，现在人身心成熟的都晚，还下调。, HUAWEI P20 Pro, f
Bhlyltwll,20,73,？？？, 小米8周年旗舰手机, f
big_animal,494,638,女孩子还读什么大学，高中毕业就开始生生生，挺好，男的高考压力小一半 :感觉有人提议生孩子高考加分的日子不远了……, Weibo.intl, f
BIG_BIG_BAD,338,136,又在逼婚了, iPhone客户端, f
Binbinbo,411,549,18岁高中都没毕业，这样算起来，18岁结婚，结婚需要恋爱基础，恋爱需要过程，时间上计算初中开始恋爱就最合适了，高中读完就可以生小孩了，以后中学生恋爱不能再称之为“早恋”！, iPhone客户端, f
BisuLee,255,763,可别往下调调，都没有能力养孩子，说不定家长也在备孕~, 三星Galaxy S9, f
BJoe___,207,308,有病？, 荣耀10 AI变色更潮美, m
-BlackADay-,60,133,滚nm的, iPhone客户端, f
BlackTeeeeeea,67,188,？？？？？他们是觉得大多数18岁的孩子有独自抚养自己扶养伴侣的能力吗…… 这样也许只会纵容他们的冲动和疯狂。, 红米Note7 4800万相机, m
Blade_miu,40,362,不行绝对不行，会会有更多的女性被迫辍学，提建议的不是傻就是毒:不合适, Weibo.intl, f
blesslieu,94,393,人口为啥下降心里没点数？, iPhone客户端, f
blingbling杨杨杨,418,511,下调？？22都太早了好吗, iPhone客户端, f
blingbling的Carrien,223,768,:, 荣耀10 AI变色更潮美, f
BlissSevinia,158,249,这是支持中学生谈恋爱么, iPhone客户端, f
BlossomGlow,127,281,我自愿绝种🙋有钱人自己生劳动力去吧 :呵呵，就知道催催催，也不想想这物价还结婚，不如再改改法律，让有钱有权有势的能多娶十几房老婆，以后穷人绝种，让他们内斗算了, Weibo.intl, f
BlueChadwick,180,650,艹, iPhone客户端, m
Blue_Period,163,977,两位低劣的精虫拍拍屁股想出了提案, Fucking Android, f
BlueSpirit_HKUST_MIT,135,1136,然后小朋友们就可以光明正大的在青春期谈恋爱了, Android客户端, m
Blue车王,74,79,None, 魅族16s旗舰手机, m
Bobobobobo12,185,186,现在遍地都是砖家, BoのiPhone客户端, f
Bobobo_Z,387,343,那我是不是可以领证了？？？？？请问国家什么时候分配男朋友？？？？？！！, vivo X20全面屏手机, f
bo_nine,27,160,孩子生孩子, 夏夏Android, f
---Bonjourrrr,101,775,哈哈哈哈后年的最近我就可以结婚了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈, HUAWEI nova 2s, f
BonnenuitLKim,904,630,为了xxx毫无底线 你们脑子里装的都是💩？, 蒋丞iPhone 8, f
Bonnie想离开地球的Bonnie,149,172,为了生孩子，也是拼了，只为了造人更合法嘛？！, iPhone客户端, f
boomboomboom咖喱给Gay,104,91,嗯？18岁？那以后大学之前谈恋爱不算早恋咯, nubia Z11 无边框手机, f
BooyaangX-,1752,328,那以后00后结婚就是 在吗？结个婚？明天离, 荣耀10青春版, f
Boss陈要娶慕老师,242,348,诶我以前一直以为男生法定结婚年龄大两岁是因为中国传统认为老公要比老婆大呢, 华为P9手机摄影再突破, f
BoYan-泊言,1189,382,脑子不好使就早点退休吧。, 宝宝肉的iPhone 7 Plus, f
-Breezelocks,52,287,…, , f
breeze-可期,149,88,国际结婚年龄确实普遍偏小，可是国情也不一样啊，很多外国大学生都是自己负担学费的，如果家里条件不好，还想这么早结婚，不啃老就是喝西北风, Weibo.intl, f
Brenda介,473,342,什么鬼！！, iPhone客户端, f
Brighten明然,160,752,28都不一定的我，看到18只想呵呵, HUAWEI Mate 20, f
BTDNGU,104,67,这个真不支持！现在结婚连个奔头都没有，太辛苦了！还不如好好提高性教育和心理健康教育。, 红米Redmi, f
buff_景亭,249,888,???, 拖延症少女, f
Businessme91335,50,23,None, vivo AI智慧拍照X21, f
butterfly0613,79643,496,嗯 希望这些委员们的孩子孙子以后的以后子孙都未成年就结婚生孩子, iPhone 6s Plus, f
Bu开心de星光,212,83,None, OPPO超视野全面屏R15, f
Byultalibyudu,13,152,:爱咋咋地，就这个房价这个物价，改成5岁也没啥用，很多人还是不想结婚的。, HUAWEI nova 2s, f
C3H6_丙烯,109,848,:高中禁止早恋，18岁允许结婚……？, iPhone客户端, f
CactusNn,1246,443,调个大西瓜 我24岁了还没想清楚要嫁什么人, HUAWEI Mate 20, f
cafe101,229,290,扯几把蛋, Android, f
CaiGT大旗哥,24488,283,结婚率低跟法定婚龄有关？, 天下第一帅Android, m
cain-s-sky,412,596,个人觉得从法理上讲，同为成年人就应当有同等权利，所以法定婚龄男女一致是正确的。但是，从社会和文化环境的现实来讲，这样无疑会让女性的社会生存变得更加艰难。: 他建议婚姻家庭编将法定结婚年龄调整为男18岁、女18岁, 微博 weibo.com, m
Call丶Me丶TY,81,85,只要时间卡的好，40岁之前就能当爷爷奶奶, 小米8周年旗舰手机, f
camile卡米尔er,158,292,没钱的或者一般家庭想明白哈, iPhone客户端, f
camile卡米尔er,158,292,经济进步 生活压力大 思想开放 必然带来生育率低 这是不可避免的 阻碍是不行的 想生就生 不想生就不生 又不是阿猫阿狗, iPhone客户端, f
Canace卡洛洛,68,95,狗屁，你爱生生去，老龄化是我们的错吗？明明是你们一开始就决策失误！独生子女是你们要求的，晚婚晚育也是你们要求的，人多力量大还是你们要求的，征询过我们意见吗？测算你大爷！ 忍不住了！(╯‵□′)╯︵┻━┻:什么玩意？脑子里还有点干屎吗？想得出这种提案, iPhone客户端, f
Candy小蝎子,2026,669,保守估计，起码翻番, iPhone客户端, f
Cand葛,35,171,这是要自己还没长大 就要结婚生孩子了嘛, 小米8 屏幕指纹版, f
CANNA酱,246,112,:不合适, iPhone客户端, f
Cao_Division,176,457,什么**委员?, HUAWEI Mate 20, f
CaptainCandice,482,755,：感觉有人提议生孩子高考加分的日子不远了……, 是你的iPhone, f
captain马德兰爷爷,66,330,对有钱人来说是个好事情，对普通老百姓来说，我觉得有百害无一利。女孩子18岁刚好可以上大学，一些家庭会以可以结婚为由，不让上学直接结婚，会有更多的女孩子无法接受教育，18啊，他们的美好未来才刚刚开始，为什么要这么早就结婚呢？, 小米6 拍人更美, m
CarinaJammy,117,207,None, iPhone客户端, f
CarlosZsj,9,141,None, HUAWEI Mate 20 X, m
caroline0919,36,45,高中毕业就结婚，抱着孩子上大学 , Android, f
caroline9051_閙閙fashion鲤冭冭,1584,489,上课连性生活都不给讲，突然就实操了？大个肚子高考反正也行, Weibo.intl, f
Caroline晓雪,1154,320,赞同！调到12岁，现在小孩太早熟了:先把刑事责任年龄降低吧, vivo X20全面屏手机, f
carol_星星,506,184,18岁应该是享受校园生活，而不是结婚...一辈子那么长，18岁最容易冲动选择错的人。而且怎么做父母呢？父母还是个孩子...经济基础都没有怎么谈结婚？, HUAWEI P20, f
Carpland,41,99,多此一举, Weibo.intl, f
Carrie敏呢,74,291,None, HUAWEI nova 青春版, f
Carrie说她很可爱,167,460,不是晚婚晚育吗, OPPO R9s, f
CarrySmallBlue,613,3840,None, iPhone客户端, f
Cassie-jiajia,227,172,专家你有没有想过学校不让早恋，18岁大家还在上高中，还结婚？, 前置双摄vivo X9, f
_Cassiel-7,2538,363,是我拖了后腿, iPhone XS Max, f
Catcatgogo,77,195,嗯？还是感觉此举欠妥年轻人易冲动, 小米8周年旗舰手机, f
Cathy-fx,226,728,不行！！感觉 18岁还什么都不懂，结什么婚 这样那啥会被催的更惨了, 小米MIX2S 全面屏, f
Catrimon_Su,40,163,那么想要韭菜不如支持非婚生育, 微博 HTML5 版, m
Cattnip,331,343,睡前一骂 有病, iPhone客户端, f
Caug7,32,137,牛逼, 小米6 拍人更美, m
Ccccatcatt,110,79,这样的话只会把离婚率也整高。。, HUAWEI P30, f
cccccccccc夏咪,579,343,这样的做法只会导致离婚率越来越高, 前后2000万 OPPO R11, m
ccccOliviaTree,275,563,我靠？？？？变态规定, HUAWEI nova 2s, f
CCC_herry,227,217,[費解][費解], iPhone XR, f
CCOOOLW,259,169,18岁的我觉得自己还是个孩子呢😃😃, iPhone X, f
CCZ0330,473,658,有人提议生孩子高考加分的日子不远了, iPhone客户端, f
Cc何_昕,277,563,请提高到26岁吧，被逼相亲逼的半死, iPhone, f
cc_呆呆萌萌萌橙_CYL,167,89,也是醉了……什么砖家啊, iPhone 8 Plus, f
Ceason0,192,788,不合适:不合适, HUAWEI nova 3, f
Cecilia塞茜莉雅,276,780,None, 荣耀8X, f
Chanceux周,226,459,18岁？孩子生出来谁养，孩子他爷爷奶奶吗？36岁当奶奶，54当曾奶奶？咋想的呢。, 荣耀9青春版 全屏四摄, f
chandyforY,13,361,18以上色情暴力都不行呢，结婚会有不和谐的行为呢，怎么能够呢！, iPhone客户端, f
Chanheart,1261,287,有病病？？？, 荣耀9 美得有声有色, f
Chan_XL,454,289,因吹斯汀, 三星Galaxy S9, f
Charcot夏,37,146,没用的，已经有同龄人抱上娃了, HUAWEI P20, m
Charlene_330,97,172,不是很懂这些委员的思想呢:婚姻登记人数下降是人们思想观念变化了 和结婚年龄有什么关系, 🌟iPhone 8, f
Charley哈哈哈,79,255, :感觉有人提议生孩子高考加分的日子不远了……, iPhone客户端, m
Charlottesvillea,80,226,意思是高中可以找对象结婚了，是这意思不？, vivo X23全息幻彩, f
Chbychby,15,10,别搞啊……再调我就变老男人了, iPhone客户端, m
Chc_hzzza,217,501,你尽管降，38岁我结婚了算我输, 小米8青春版 潮流旗舰, m
C_henn,55,169,该建议的不提，在这瞎搞你🐎呢，你咋不建议调到15岁呢, iPhone客户端, m
chenxia花园,360,2379,:是疯了还是傻了，十八岁刚刚高考完吧，那什么时候谈恋爱，高中谈恋爱大学结婚大学毕业离婚？, iPhone客户端, f
chenya00,136,252,:我们不结婚只是因为穷, iPhone客户端, f
CHENYUYING·,404,208,晚婚大哥, iPhone客户端, f
CHEN噗噗,1368,525,说真的 现在越是独立的人越不想结婚 若不是和梁先生的感情基础 我想我可能也不会想结婚 一个人挺好 真的, 噗噗的iPhone客户端, f
Cherie的186和186的Cherie,32,101,…, iPhone客户端, f
Cheriiiish,90,613, :感觉有人提议生孩子高考加分的日子不远了, iPhone客户端, f
CherTsang,1286,407,:先把刑事责任年龄降低吧, iPhone客户端, f
Cherubic_缓缓,70,44,It's a joke, right?, iPhone客户端, f
cheynt,5720,164,别他妈再下调了，00后现在的生育婚姻水平都已经赶超90后不少了, vivo X23 AI非凡摄影, f
CHHHHHH最爱学习了,469,200,这可真的是人民的好委员, iPhone客户端, m
chibaozhe,66,68,那会不会离婚率蹭蹭的往上, 全屏双摄 OPPO A5, f
CHIHANood,272,406,调了我也不结婚, HUAWEI nova 3, f
CHIIIOE,666,428,这是为了提高出生率造的什么孽, iPhone客户端, f
ChillaxClear,115,672,:打赌，一旦执行了，离婚率也是会正比增涨，环比数据就可能是暴涨了, 小米8周年旗舰手机, f
chimchimParkchimchim,196,290,提案权就被你用来弄这个？18岁就结婚 两性教育的皮毛都没学吧 提高生育率的方法就是降低结婚年龄？清醒点好吗！, , f
China凝聚,399,566,那么低的年龄，离婚率更高，建议还是适当调高, iPhone客户端, m
Chinyiu_Chan,102,146,终于有理性的评论…看来微博只能吃瓜:18岁，人本身都还是孩子，怎, , m
chokelly2_LF,706,600,前两天，看到和我的中学同学，已经和拍拖数年的男朋友订婚了。。。我都不知道要说什么。。。然而这个时候我只有我的左右手, 三星android智能手机, m
chongsu1215,43,20,国家是不是要后悔解放思想，恢复高考， 如果我们目不识丁，是村头的二狗和翠花， 让什么时候结婚就什么时候结婚， 让生几个孩子就是几个。 那样是不是更好管理了，搞笑死了, 前后2000万 OPPO R11, f
ChrisReborner,67,81,满22周岁了人也才大学刚毕业，就这么急着让人去结婚吗？？当初让人撒开了生，之后又只让生一个，90后00后可真惨，一个人赡养爸妈不说还要养孩子，这么大压力谁给你生孩子, 华为P8, f
